edge_id,osm_way_id,u,v,name,ref,highway,length_m,maxspeed_raw,resolved_speed_kph,speed_source,oneway,lanes,access,bridge,tunnel,surface,junction,service,all_tags_json
385,,228,229,Arlington Boulevard,,tertiary,0.924,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
386,,229,228,Arlington Boulevard,,tertiary,0.924,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
387,,229,230,Arlington Boulevard,,tertiary,1.63,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
388,,230,229,Arlington Boulevard,,tertiary,1.63,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
389,,230,231,Arlington Boulevard,,tertiary,1.139,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
390,,231,230,Arlington Boulevard,,tertiary,1.139,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
391,,231,232,Arlington Boulevard,,tertiary,1.069,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
392,,232,231,Arlington Boulevard,,tertiary,1.069,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
393,,232,233,Arlington Boulevard,,tertiary,1.133,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
394,,233,232,Arlington Boulevard,,tertiary,1.133,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
395,,233,234,Arlington Boulevard,,tertiary,1.252,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
396,,234,233,Arlington Boulevard,,tertiary,1.252,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
397,,234,235,Arlington Boulevard,,tertiary,1.268,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
398,,235,234,Arlington Boulevard,,tertiary,1.268,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
399,,235,236,Arlington Boulevard,,tertiary,1.216,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
400,,236,235,Arlington Boulevard,,tertiary,1.216,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
401,,236,237,Arlington Boulevard,,tertiary,5.027,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
402,,237,236,Arlington Boulevard,,tertiary,5.027,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
403,,237,238,Arlington Boulevard,,tertiary,1.415,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
404,,238,237,Arlington Boulevard,,tertiary,1.415,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
405,,238,239,Arlington Boulevard,,tertiary,1.451,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
406,,239,238,Arlington Boulevard,,tertiary,1.451,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
407,,239,240,Arlington Boulevard,,tertiary,1.233,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
408,,240,239,Arlington Boulevard,,tertiary,1.233,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
409,,240,241,Arlington Boulevard,,tertiary,1.119,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
410,,241,240,Arlington Boulevard,,tertiary,1.119,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
411,,241,242,Arlington Boulevard,,tertiary,1.357,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
412,,242,241,Arlington Boulevard,,tertiary,1.357,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
413,,242,243,Arlington Boulevard,,tertiary,1.068,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
414,,243,242,Arlington Boulevard,,tertiary,1.068,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
415,,243,244,Arlington Boulevard,,tertiary,1.112,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
416,,244,243,Arlington Boulevard,,tertiary,1.112,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
417,,244,245,Arlington Boulevard,,tertiary,1.288,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
418,,245,244,Arlington Boulevard,,tertiary,1.288,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
419,,245,246,Arlington Boulevard,,tertiary,1.213,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
420,,246,245,Arlington Boulevard,,tertiary,1.213,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
421,,246,247,Arlington Boulevard,,tertiary,1.274,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
422,,247,246,Arlington Boulevard,,tertiary,1.274,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
423,,247,248,Arlington Boulevard,,tertiary,3.983,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
424,,248,247,Arlington Boulevard,,tertiary,3.983,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
425,,248,249,Arlington Boulevard,,tertiary,3.628,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
426,,249,248,Arlington Boulevard,,tertiary,3.628,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
427,,249,250,Arlington Boulevard,,tertiary,8.579,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
428,,250,249,Arlington Boulevard,,tertiary,8.579,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
429,,250,251,Arlington Boulevard,,tertiary,3.009,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
430,,251,250,Arlington Boulevard,,tertiary,3.009,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
431,,251,252,Arlington Boulevard,,tertiary,3.258,25 mph,40.233,maxspeed,no,2,,,,asphalt,,,"{""bicycle"": ""designated"", ""cycleway"": ""no"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""25 mph"", ""name"": ""Arlington Boulevard"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A64"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_right"": ""22209"", ""tiger:zip_right_1"": ""22209""}"
