edge_id,osm_way_id,u,v,name,ref,highway,length_m,maxspeed_raw,resolved_speed_kph,speed_source,oneway,lanes,access,bridge,tunnel,surface,junction,service,all_tags_json
1,,1,2,Custis Memorial Parkway,I 66,motorway,34.012,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
2,,2,3,Custis Memorial Parkway,I 66,motorway,24.795,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
3,,3,4,Custis Memorial Parkway,I 66,motorway,24.977,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
4,,4,5,Custis Memorial Parkway,I 66,motorway,24.561,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
5,,5,6,Custis Memorial Parkway,I 66,motorway,24.515,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
6,,6,7,Custis Memorial Parkway,I 66,motorway,23.097,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
7,,7,8,Custis Memorial Parkway,I 66,motorway,24.978,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
8,,8,9,Custis Memorial Parkway,I 66,motorway,24.217,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
9,,9,10,Custis Memorial Parkway,I 66,motorway,24.783,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
10,,10,11,Custis Memorial Parkway,I 66,motorway,23.236,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
11,,11,12,Custis Memorial Parkway,I 66,motorway,25.033,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
12,,12,13,Custis Memorial Parkway,I 66,motorway,24.859,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
13,,13,14,Custis Memorial Parkway,I 66,motorway,23.209,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
14,,14,15,Custis Memorial Parkway,I 66,motorway,24.493,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
15,,15,16,Custis Memorial Parkway,I 66,motorway,24.672,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
16,,16,17,Custis Memorial Parkway,I 66,motorway,23.971,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
17,,17,18,Custis Memorial Parkway,I 66,motorway,24.421,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
18,,18,19,Custis Memorial Parkway,I 66,motorway,24.691,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
19,,19,20,Custis Memorial Parkway,I 66,motorway,23.485,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
20,,20,21,Custis Memorial Parkway,I 66,motorway,25.165,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
21,,21,22,Custis Memorial Parkway,I 66,motorway,110.197,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
22,,22,23,Custis Memorial Parkway,I 66,motorway,36.883,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
23,,23,24,Custis Memorial Parkway,I 66,motorway,25.065,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
24,,24,25,Custis Memorial Parkway,I 66,motorway,24.955,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
25,,25,26,Custis Memorial Parkway,I 66,motorway,25.147,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
26,,26,27,Custis Memorial Parkway,I 66,motorway,24.244,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
27,,27,28,Custis Memorial Parkway,I 66,motorway,24.13,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
28,,28,29,Custis Memorial Parkway,I 66,motorway,23.835,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
29,,29,30,Custis Memorial Parkway,I 66,motorway,24.315,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
30,,30,31,Custis Memorial Parkway,I 66,motorway,24.255,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
31,,31,32,Custis Memorial Parkway,I 66,motorway,24.242,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
32,,32,33,Custis Memorial Parkway,I 66,motorway,24.522,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
33,,33,34,Custis Memorial Parkway,I 66,motorway,26.733,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
34,,34,35,Custis Memorial Parkway,I 66,motorway,33.702,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
35,,35,36,Custis Memorial Parkway,I 66,motorway,25.605,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
36,,36,37,Custis Memorial Parkway,I 66,motorway,74.459,55 mph,88.514,maxspeed,yes,2,,,,asphalt,,,"{""hgv"": ""no"", ""highway"": ""motorway"", ""hov"": ""yes"", ""hov:minimum"": ""3"", ""lanes"": ""2"", ""maxheight"": ""default"", ""maxspeed"": ""55 mph"", ""maxspeed:advisory"": ""30 mph"", ""name"": ""Custis Memorial Parkway"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1983"", ""surface"": ""asphalt"", ""toll"": ""no"", ""toll:bus"": ""no"", ""toll:conditional"": ""yes @ (Mo-Fr 15:00-19:00)"", ""toll:hov"": ""no"", ""toll:motorcycle"": ""no""}"
37,,38,39,Theodore Roosevelt Memorial Bridge,I 66,motorway,6.478,45 mph,72.42,maxspeed,yes,2,,yes,,concrete,,,"{""bridge"": ""yes"", ""fixme"": ""verify hgv"", ""hgv"": ""no"", ""highway"": ""motorway"", ""lanes"": ""2"", ""layer"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Theodore Roosevelt Memorial Bridge"", ""name:etymology:wikidata"": ""Q33866"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1964"", ""surface"": ""concrete""}"
38,,39,40,Theodore Roosevelt Memorial Bridge,I 66,motorway,8.621,45 mph,72.42,maxspeed,yes,2,,yes,,concrete,,,"{""bridge"": ""yes"", ""fixme"": ""verify hgv"", ""hgv"": ""no"", ""highway"": ""motorway"", ""lanes"": ""2"", ""layer"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Theodore Roosevelt Memorial Bridge"", ""name:etymology:wikidata"": ""Q33866"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1964"", ""surface"": ""concrete""}"
39,,40,41,Theodore Roosevelt Memorial Bridge,I 66,motorway,14.028,45 mph,72.42,maxspeed,yes,2,,yes,,concrete,,,"{""bridge"": ""yes"", ""fixme"": ""verify hgv"", ""hgv"": ""no"", ""highway"": ""motorway"", ""lanes"": ""2"", ""layer"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Theodore Roosevelt Memorial Bridge"", ""name:etymology:wikidata"": ""Q33866"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1964"", ""surface"": ""concrete""}"
40,,41,42,Theodore Roosevelt Memorial Bridge,I 66,motorway,9.682,45 mph,72.42,maxspeed,yes,2,,yes,,concrete,,,"{""bridge"": ""yes"", ""fixme"": ""verify hgv"", ""hgv"": ""no"", ""highway"": ""motorway"", ""lanes"": ""2"", ""layer"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Theodore Roosevelt Memorial Bridge"", ""name:etymology:wikidata"": ""Q33866"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1964"", ""surface"": ""concrete""}"
41,,42,43,Theodore Roosevelt Memorial Bridge,I 66,motorway,11.91,45 mph,72.42,maxspeed,yes,2,,yes,,concrete,,,"{""bridge"": ""yes"", ""fixme"": ""verify hgv"", ""hgv"": ""no"", ""highway"": ""motorway"", ""lanes"": ""2"", ""layer"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Theodore Roosevelt Memorial Bridge"", ""name:etymology:wikidata"": ""Q33866"", ""oneway"": ""yes"", ""ref"": ""I 66"", ""start_date"": ""1964"", ""surface"": ""concrete""}"
