node_id,lat,lon
73,38.8867077,-77.0795364
74,38.886744,-77.0794067
75,38.8869263,-77.0784952
76,38.8869616,-77.0783668
77,38.8870076,-77.0782736
78,38.8872624,-77.0778934
79,38.8873094,-77.0777788
80,38.8873437,-77.0776756
81,38.8873624,-77.0775484
82,38.8874055,-77.0768472
83,38.8874253,-77.0766124
84,38.8874449,-77.0762214
85,38.8874521,-77.0760765
86,38.8881396,-77.0741657
87,38.8882003,-77.0741187
88,38.8882153,-77.074105
89,38.8882353,-77.0740877
90,38.8884828,-77.0738953
91,38.888618,-77.0737819
92,38.8889501,-77.0735026
93,38.8889846,-77.0734759
94,38.8890253,-77.0734491
95,38.8890599,-77.0734303
96,38.8890797,-77.0734198
97,38.8890993,-77.0734121
98,38.8891174,-77.073406
99,38.8891343,-77.0734011
100,38.8891506,-77.0733976
101,38.8891676,-77.0733952
102,38.8891938,-77.0733927
103,38.8892193,-77.0733919
104,38.8892475,-77.0733913
105,38.8896273,-77.0734212
106,38.8898064,-77.0734442
107,38.8899486,-77.073461
108,38.8900111,-77.0734694
109,38.8900666,-77.0734758
110,38.8930648,-77.0736389
111,38.8930808,-77.0736242
112,38.8930914,-77.0736152
113,38.8930996,-77.0736088
114,38.8931082,-77.073603
115,38.8931181,-77.0735975
116,38.8931268,-77.073593
117,38.8931348,-77.0735901
118,38.8931423,-77.0735881
119,38.8931519,-77.0735865
120,38.8931654,-77.0735853
121,38.8931795,-77.0735852
122,38.8931952,-77.0735859
123,38.8934092,-77.0736108
124,38.8934405,-77.0736151
125,38.893447,-77.073616
126,38.8934673,-77.0736189
127,38.8934919,-77.0736221
128,38.8935175,-77.0736256
129,38.8935534,-77.0736312
130,38.8936008,-77.0736424
131,38.8937879,-77.0736715
132,38.8938065,-77.0736729
133,38.8938216,-77.073673
134,38.8938331,-77.0736726
135,38.8938431,-77.0736725
136,38.8938542,-77.0736726
137,38.8938641,-77.0736731
138,38.8938755,-77.0736738
139,38.8938866,-77.0736748
140,38.893901,-77.0736759
141,38.893912,-77.0736771
142,38.8939231,-77.0736784
143,38.8939436,-77.0736815
144,38.8939664,-77.0736875
145,38.8940184,-77.0737101
146,38.8994652,-77.0753061
147,38.8998006,-77.0752075
148,38.8998378,-77.0752003
149,38.8998754,-77.0751984
150,38.899907,-77.0752076
151,38.8999364,-77.0752244
152,38.8999607,-77.075248
153,38.8999838,-77.0752824
154,38.8999991,-77.0753266
155,38.90001,-77.0754005
156,38.8910703,-77.0762747
157,38.8911206,-77.076284
158,38.8911448,-77.0762881
159,38.891165,-77.0762908
160,38.891584,-77.0763539
161,38.8918046,-77.0763837
162,38.8918574,-77.0763903
163,38.8919975,-77.0764089
164,38.8920239,-77.0764125
165,38.8921212,-77.0764235
166,38.8921866,-77.0764306
167,38.8922146,-77.0764342
168,38.8926952,-77.0764877
169,38.892783,-77.0764937
170,38.8928756,-77.0765006
171,38.8930118,-77.0765161
172,38.893129,-77.0765304
173,38.8932568,-77.076545
174,38.8933761,-77.0765584
175,38.8934593,-77.0765826
176,38.8935449,-77.0766095
177,38.8937404,-77.0766354
178,38.8938939,-77.0766552
179,38.8939235,-77.076659
180,38.8939566,-77.0766633
181,38.8943103,-77.0767107
182,38.8943948,-77.0767238
183,38.8875868,-77.0763356
184,38.8876664,-77.0763487
185,38.8887514,-77.0764972
186,38.889421,-77.0765815
187,38.8894484,-77.0765851
188,38.8897183,-77.0766203
189,38.8899082,-77.0766452
190,38.8901432,-77.076678
191,38.8984774,-77.0797611
192,38.8985189,-77.079701
193,38.8985955,-77.0795922
194,38.8986491,-77.0794244
195,38.8986926,-77.0793439
196,38.8994862,-77.0782115
197,38.8994896,-77.0783334
198,38.8995259,-77.0791836
199,38.8995389,-77.0794701
200,38.8995469,-77.0799034
201,38.8995489,-77.0800516
202,38.8995235,-77.0801191
203,38.8860669,-77.0752977
204,38.8860233,-77.0753482
205,38.8858198,-77.075584
206,38.8856674,-77.0757605
207,38.8855596,-77.0759065
208,38.8854802,-77.07605
209,38.8854107,-77.0762112
210,38.885347,-77.0764302
211,38.8955959,-77.073944
212,38.8955913,-77.0740442
213,38.895589,-77.074077
214,38.895564,-77.0744167
215,38.8955598,-77.0744737
216,38.8955401,-77.0747416
217,38.8955358,-77.0752005
218,38.8955278,-77.0753592
219,38.8954944,-77.0760083
220,38.8910944,-77.0715044
221,38.8910999,-77.0715947
222,38.8911015,-77.0716267
223,38.8911021,-77.0716432
224,38.8911032,-77.0716512
225,38.8911045,-77.0716585
226,38.8911073,-77.071671
227,38.8911102,-77.0716832
228,38.8911131,-77.071693
229,38.8911162,-77.0717029
230,38.8911218,-77.0717203
231,38.891126,-77.0717323
232,38.8911308,-77.071743
233,38.8911358,-77.0717544
234,38.8911416,-77.0717668
235,38.8911478,-77.0717791
236,38.8911545,-77.0717902
237,38.8911854,-77.0718326
238,38.8911946,-77.0718439
239,38.8912049,-77.0718542
240,38.8912138,-77.0718627
241,38.891222,-77.0718702
242,38.8912324,-77.0718784
243,38.8912407,-77.0718846
244,38.8912495,-77.0718907
245,38.8912601,-77.0718967
246,38.8912702,-77.071902
247,38.891281,-77.0719069
248,38.8913157,-77.0719183
249,38.891348,-77.0719242
250,38.891425,-77.0719305
251,38.8914518,-77.0719353
252,38.8914804,-77.0719435
253,38.8915095,-77.0719573
254,38.8915392,-77.0719762
255,38.8915665,-77.0720027
256,38.8915967,-77.0720339
257,38.8916177,-77.0720572
258,38.8916421,-77.0720888
259,38.891665,-77.0721258
260,38.8916857,-77.0721675
261,38.8916993,-77.0722086
262,38.8917107,-77.0722661
263,38.8917174,-77.0723173
264,38.8917218,-77.0723705
265,38.8917375,-77.0727008
266,38.8917416,-77.0728205
267,38.8917419,-77.0728907
268,38.8917397,-77.0729641
269,38.891736,-77.0730162
270,38.8917271,-77.0730939
271,38.8917162,-77.0731685
272,38.8917036,-77.0732274
273,38.8916909,-77.0732829
274,38.8916503,-77.0734313
275,38.8916126,-77.0735516
276,38.891593,-77.0736081
277,38.8915703,-77.0736713
278,38.8915188,-77.0738039
279,38.8913753,-77.074182
280,38.8912308,-77.0745615
281,38.8911881,-77.074662
282,38.8911688,-77.0747057
283,38.8911527,-77.0747406
284,38.8911279,-77.0747874
285,38.8911002,-77.0748383
286,38.8910406,-77.0749412
287,38.8909972,-77.0750155
288,38.8909237,-77.0751391
289,38.8908923,-77.0751972
290,38.8908629,-77.0752541
291,38.8908357,-77.0753135
292,38.8908015,-77.0753931
293,38.8907701,-77.0754725
294,38.8907341,-77.0755722
295,38.8903361,-77.0766915
296,38.8903095,-77.0767632
297,38.8902805,-77.0768342
298,38.8902708,-77.0768567
299,38.8902606,-77.0768778
300,38.8902485,-77.0769019
301,38.8902374,-77.0769238
302,38.8902213,-77.0769527
303,38.8902048,-77.0769811
304,38.8901903,-77.0770053
